SR_VILLAGE,ROUND_NO,SCHEDULE_NO,SAMPLE,SECTOR,STATE_REGION,DISTRICT_CD,STRATUM_NO,SUB_STRAT_NO,SUB_ROUND_NO,SUB_SAMPLE_NO,FOD,HG_SB_NO,SSS_NO,SAMPLE_HH_NO,SR_NO_INFORMANT,RESPONSE_CODE,SURVEY_CD,REASON_CD,SRL_NO,ELE_NO,BLK,ROUND,ID_KEY
43875,71,252,2,2,271,22,63,11,2,1,0,1,1,1,2,1,2,3,1,1,1,71,965394
43875,71,252,2,2,271,22,63,11,2,1,0,1,1,2,2,1,2,2,1,1,1,71,965395
43875,71,252,2,2,271,22,63,11,2,1,0,1,2,1,2,1,1,,1,1,1,71,965396
43865,71,252,2,2,271,22,63,4,2,1,0,1,1,1,2,1,1,,1,1,1,71,965397
43900,71,252,2,2,271,22,63,28,2,1,0,1,1,1,2,1,1,,1,1,1,71,965398
43900,71,252,2,2,271,22,63,28,2,1,0,1,1,2,3,1,1,,1,1,1,71,965399
43615,71,252,2,2,271,22,63,7,1,2,0,1,2,1,2,1,1,,1,1,1,71,965400
43615,71,252,2,2,271,22,63,7,1,2,0,1,2,4,2,1,2,3,1,1,1,71,965401
43615,71,252,2,2,271,22,63,7,1,2,0,1,2,2,4,1,1,,1,1,1,71,965403
43615,71,252,2,2,271,22,63,7,1,2,0,1,1,1,2,1,1,,1,1,1,71,965404
43615,71,252,2,2,271,22,63,7,1,2,0,1,3,2,1,1,1,,1,1,1,71,965405
43615,71,252,2,2,271,22,63,7,1,2,0,1,3,1,2,1,2,2,1,1,1,71,965406
43615,71,252,2,2,271,22,63,7,1,2,0,1,1,2,1,1,2,3,1,1,1,71,965407
43624,71,252,2,2,271,22,63,13,1,2,0,1,1,1,1,1,1,,1,1,1,71,965408
43624,71,252,2,2,271,22,63,13,1,2,0,1,1,2,1,1,1,,1,1,1,71,965409
34473,71,252,2,1,273,1,1,1,2,2,0,1,1,1,2,1,1,,1,1,1,71,966990
43563,71,252,2,2,273,20,53,2,1,1,0,1,2,3,6,1,2,2,1,1,1,71,967640
43593,71,252,2,2,271,21,59,1,1,2,0,1,3,2,1,1,1,,1,1,1,71,973939
43488,71,252,2,2,271,21,21,1,1,2,0,1,3,2,1,1,1,,1,1,1,71,973940
43826,71,252,2,2,271,21,55,1,2,1,0,1,1,1,2,1,1,,1,1,1,71,973941
43826,71,252,2,2,271,21,55,1,2,1,0,1,2,1,4,1,1,,1,1,1,71,973942
43826,71,252,2,2,271,21,55,1,2,1,0,1,2,2,1,2,1,,1,1,1,71,973943
43826,71,252,2,2,271,21,55,1,2,1,0,1,2,3,4,2,1,,1,1,1,71,973944
43826,71,252,2,2,271,21,55,1,2,1,0,1,2,4,4,1,2,2,1,1,1,71,973945
43826,71,252,2,2,271,21,55,1,2,1,0,1,2,5,1,2,1,,1,1,1,71,973946
43826,71,252,2,2,271,21,55,1,2,1,0,1,3,1,2,2,2,3,1,1,1,71,973947
43826,71,252,2,2,271,21,55,1,2,1,0,1,3,2,1,2,1,,1,1,1,71,973948
43841,71,252,2,2,271,21,58,1,2,1,0,1,1,1,1,1,1,,1,1,1,71,973949
43491,71,252,2,2,271,21,21,3,1,1,0,1,1,1,2,1,1,,1,1,1,71,973950
43491,71,252,2,2,271,21,21,3,1,1,0,1,1,2,2,1,1,,1,1,1,71,973951
43491,71,252,2,2,271,21,21,3,1,1,0,1,2,1,5,1,1,,1,1,1,71,973952
43491,71,252,2,2,271,21,21,3,1,1,0,1,2,3,2,2,1,,1,1,1,71,973954
43491,71,252,2,2,271,21,21,3,1,1,0,1,2,4,2,2,1,,1,1,1,71,973955
43491,71,252,2,2,271,21,21,3,1,1,0,1,3,1,1,2,2,2,1,1,1,71,973956
43491,71,252,2,2,271,21,21,3,1,1,0,1,3,2,2,1,2,2,1,1,1,71,973957
34628,71,252,2,1,271,33,33,1,2,1,0,1,1,1,4,1,1,,1,1,1,71,973958
34628,71,252,2,1,271,33,33,1,2,1,0,1,1,2,1,1,1,,1,1,1,71,973959
34398,71,252,2,1,271,21,21,2,1,2,0,1,2,3,1,1,1,,1,1,1,71,973960
34398,71,252,2,1,271,21,21,2,1,2,0,1,2,4,2,1,1,,1,1,1,71,973961
34398,71,252,2,1,271,21,21,2,1,2,0,1,3,1,3,1,1,,1,1,1,71,973962
34398,71,252,2,1,271,21,21,2,1,2,0,1,3,2,3,1,1,,1,1,1,71,973963
43599,71,252,2,2,271,21,60,1,1,2,0,1,3,2,1,1,1,,1,1,1,71,973964
43599,71,252,2,2,271,21,60,1,1,2,0,1,3,1,1,1,1,,1,1,1,71,973965
43599,71,252,2,2,271,21,60,1,1,2,0,1,2,2,2,1,1,,1,1,1,71,973966
43599,71,252,2,2,271,21,60,1,1,2,0,1,1,1,6,1,1,,1,1,1,71,973967
43599,71,252,2,2,271,21,60,1,1,2,0,1,2,1,1,1,2,2,1,1,1,71,973968
43599,71,252,2,2,271,21,60,1,1,2,0,1,2,3,1,1,2,3,1,1,1,71,973969
43586,71,252,2,2,271,21,58,1,1,1,0,1,3,1,2,1,2,2,1,1,1,71,974001
43827,71,252,2,2,271,21,55,1,2,2,0,1,2,1,2,1,1,,1,1,1,71,973980
43827,71,252,2,2,271,21,55,1,2,2,0,1,2,2,5,1,1,,1,1,1,71,973981
43827,71,252,2,2,271,21,55,1,2,2,0,1,3,1,1,1,1,,1,1,1,71,973984
43827,71,252,2,2,271,21,55,1,2,2,0,1,3,2,1,1,2,2,1,1,1,71,973985
43586,71,252,2,2,271,21,58,1,1,1,0,2,1,1,2,1,1,,1,1,1,71,974002
43748,71,252,2,2,271,24,24,1,2,2,0,1,1,1,1,1,1,,1,1,1,71,973986
43748,71,252,2,2,271,24,24,1,2,2,0,1,1,2,1,1,1,,1,1,1,71,973987
43748,71,252,2,2,271,24,24,1,2,2,0,1,2,1,1,1,1,,1,1,1,71,973988
43748,71,252,2,2,271,24,24,1,2,2,0,1,2,2,2,1,1,,1,1,1,71,973989
43858,71,252,2,,,,,,,,0,1,1,1,1,1,1,,1,1,1,71,973990
43742,71,252,2,2,271,21,21,1,2,1,0,1,1,1,1,1,1,,1,1,1,71,973991
43742,71,252,2,2,271,21,21,1,2,1,0,1,1,2,1,1,1,,1,1,1,71,973992
43742,71,252,2,2,271,21,21,1,2,1,0,1,2,1,1,1,1,,1,1,1,71,973993
43742,71,252,2,2,271,21,21,1,2,1,0,1,2,2,1,1,1,,1,1,1,71,973994
43742,71,252,2,2,271,21,21,1,2,1,0,1,2,3,1,1,1,,1,1,1,71,973995
43742,71,252,2,2,271,21,21,1,2,1,0,1,2,4,1,1,1,,1,1,1,71,973996
43742,71,252,2,2,271,21,21,1,2,1,0,1,3,1,1,1,1,,1,1,1,71,973997
43742,71,252,2,2,271,21,21,1,2,1,0,1,3,2,1,1,1,,1,1,1,71,973998
43575,71,252,2,2,271,21,56,1,1,2,0,1,1,1,3,1,1,,1,1,1,71,973999
43586,71,252,2,2,271,21,58,1,1,1,0,2,2,2,1,1,1,,1,1,1,71,974000
43586,71,252,2,2,271,21,58,1,1,1,0,2,2,1,2,1,1,,1,1,1,71,974003
43858,71,252,2,2,271,21,62,1,2,2,0,1,2,1,2,1,1,,1,1,1,71,974005
43858,71,252,2,2,271,21,62,1,2,2,0,1,3,1,1,1,1,,1,1,1,71,974006
43582,71,252,2,2,271,21,57,4,1,2,0,1,1,1,1,1,2,2,1,1,1,71,974007
43582,71,252,2,2,271,21,57,4,1,2,0,1,1,2,1,1,1,,1,1,1,71,974008
43582,71,252,2,2,271,21,57,4,1,2,0,1,2,1,1,1,2,2,1,1,1,71,974009
43575,71,252,2,2,271,21,56,1,1,2,0,1,1,2,2,1,2,2,1,1,1,71,974030
43575,71,252,2,2,271,21,56,1,1,2,0,1,2,1,1,1,1,,1,1,1,71,974031
43575,71,252,2,2,271,21,56,1,1,2,0,1,2,2,2,1,1,,1,1,1,71,974032
43575,71,252,2,2,271,21,56,1,1,2,0,1,2,3,2,2,1,,1,1,1,71,974033
43575,71,252,2,2,271,21,56,1,1,2,0,1,2,4,2,1,2,2,1,1,1,71,974034
43745,71,252,2,2,271,21,21,2,2,2,0,1,1,1,1,1,1,,1,1,1,71,974035
43745,71,252,2,2,271,21,21,2,2,2,0,1,1,2,2,1,1,,1,1,1,71,974036
43745,71,252,2,2,271,21,21,2,2,2,0,1,2,1,4,1,1,,1,1,1,71,974037
43745,71,252,2,2,271,21,21,2,2,2,0,1,2,2,2,1,1,,1,1,1,71,974038
43745,71,252,2,2,271,21,21,2,2,2,0,1,2,3,2,1,1,,1,1,1,71,974039
43764,71,252,2,2,271,32,32,1,2,1,0,1,1,1,2,1,1,,1,1,1,71,974040
43764,71,252,2,2,271,32,32,1,2,1,0,1,2,1,1,2,1,,1,1,1,71,974041
43764,71,252,2,2,271,32,32,1,2,1,0,1,2,2,1,1,1,,1,1,1,71,974042
43764,71,252,2,2,271,32,32,1,2,1,0,2,1,1,1,1,1,,1,1,1,71,974044
43764,71,252,2,2,271,32,32,1,2,1,0,2,2,1,1,1,1,,1,1,1,71,974045
43764,71,252,2,2,271,32,32,1,2,1,0,2,2,2,1,1,1,,1,1,1,71,974046
43764,71,252,2,2,271,32,32,1,2,1,0,2,3,1,1,1,1,,1,1,1,71,974047
34405,71,252,2,1,271,24,24,2,1,1,0,1,1,1,1,1,1,,1,1,1,71,974048
34405,71,252,2,1,271,24,24,2,1,1,0,1,1,2,1,1,1,,1,1,1,71,974049
43908,71,252,2,2,271,24,65,1,2,2,0,1,1,1,1,1,1,,1,1,1,71,974050
43908,71,252,2,2,271,24,65,1,2,2,0,1,1,2,2,1,1,,1,1,1,71,974051
43908,71,252,2,2,271,24,65,1,2,2,0,1,2,2,2,1,1,,1,1,1,71,974053
43908,71,252,2,2,271,24,65,1,2,2,0,1,2,3,2,1,1,,1,1,1,71,974054
43908,71,252,2,2,271,24,65,1,2,2,0,1,2,4,2,1,1,,1,1,1,71,974055
43908,71,252,2,2,271,24,65,1,2,2,0,1,3,1,2,1,2,2,1,1,1,71,974056
43908,71,252,2,2,271,24,65,1,2,2,0,1,3,2,1,1,1,,1,1,1,71,974057
43852,71,252,2,2,271,21,59,4,2,2,0,1,2,1,1,1,2,2,1,1,1,71,974058
43852,71,252,2,2,271,21,59,4,2,2,0,1,2,2,2,1,2,2,1,1,1,71,974059
43724,71,252,2,2,276,11,11,1,2,2,0,1,3,2,1,1,1,,1,1,1,71,970606
43724,71,252,2,2,276,11,11,1,2,2,0,1,2,3,1,1,1,,1,1,1,71,970607
43724,71,252,2,2,276,11,11,1,2,2,0,1,2,4,1,1,1,,1,1,1,71,970608
43535,71,252,2,2,275,9,45,3,1,1,0,1,1,1,3,1,1,,1,1,1,71,970609
43535,71,252,2,2,275,9,45,3,1,1,0,1,1,2,1,1,1,,1,1,1,71,970610
43535,71,252,2,2,275,9,45,3,1,1,0,1,2,1,2,1,1,,1,1,1,71,970611
43535,71,252,2,2,275,9,45,3,1,1,0,1,2,2,6,1,1,,1,1,1,71,970612
34339,71,252,2,1,275,9,9,1,1,1,0,1,3,1,2,1,2,9,1,1,1,71,970613
34339,71,252,2,1,275,9,9,1,1,1,0,1,3,2,1,1,1,,1,1,1,71,970614
43465,71,252,2,2,275,9,9,2,1,1,0,1,1,1,3,1,1,,1,1,1,71,970615
43465,71,252,2,2,275,9,9,2,1,1,0,1,1,2,1,1,1,,1,1,1,71,970616
43465,71,252,2,2,275,9,9,2,1,1,0,1,2,1,1,1,1,,1,1,1,71,970617
43465,71,252,2,2,275,9,9,2,1,1,0,1,2,3,2,1,1,,1,1,1,71,970619
43883,71,252,2,2,271,22,63,16,2,1,0,1,1,2,1,1,1,,1,1,1,71,965249
43607,71,252,2,2,271,22,63,2,1,2,0,1,2,3,1,1,1,,1,1,1,71,965480
43577,71,252,2,2,271,21,57,1,1,1,0,1,1,2,2,1,1,,1,1,1,71,977893
43577,71,252,2,2,271,21,57,1,1,1,0,1,2,1,2,1,1,,1,1,1,71,977894
43577,71,252,2,2,271,21,57,1,1,1,0,1,2,2,1,1,1,,1,1,1,71,977895
43577,71,252,2,2,271,21,57,1,1,1,0,1,2,3,2,1,1,,1,1,1,71,977896
43577,71,252,2,2,271,21,57,1,1,1,0,1,2,4,2,1,1,,1,1,1,71,977897
43577,71,252,2,2,271,21,57,1,1,1,0,1,3,1,2,1,2,2,1,1,1,71,977898
43577,71,252,2,2,271,21,57,1,1,1,0,1,3,2,1,1,1,,1,1,1,71,977899
43844,71,252,2,2,271,21,58,3,2,1,0,1,1,1,2,1,1,,1,1,1,71,977900
43844,71,252,2,2,271,21,58,3,2,1,0,1,1,2,2,1,1,,1,1,1,71,977901
43844,71,252,2,2,271,21,58,3,2,1,0,1,2,1,2,1,1,,1,1,1,71,977902
43587,71,252,2,2,271,21,58,1,1,2,0,1,3,2,4,1,1,,1,1,1,71,977946
43829,71,252,2,2,271,21,56,1,2,1,0,1,1,1,2,1,1,,1,1,1,71,977959
43829,71,252,2,2,271,21,56,1,2,1,0,1,1,2,2,1,1,,1,1,1,71,977960
34401,71,252,2,1,271,21,21,5,1,1,0,1,2,2,1,1,2,2,1,1,1,71,977979
34401,71,252,2,1,271,21,21,5,1,1,0,1,2,1,1,1,2,2,1,1,1,71,977980
43829,71,252,2,2,271,21,56,1,2,1,0,1,2,1,2,2,2,3,1,1,1,71,977961
43829,71,252,2,2,271,21,56,1,2,1,0,1,2,2,2,1,1,,1,1,1,71,977962
43829,71,252,2,2,271,21,56,1,2,1,0,1,2,3,5,1,1,,1,1,1,71,977963
43829,71,252,2,2,271,21,56,1,2,1,0,1,2,4,2,1,2,2,1,1,1,71,977964
43829,71,252,2,2,271,21,56,1,2,1,0,1,3,1,1,4,1,,1,1,1,71,977965
43829,71,252,2,2,271,21,56,1,2,1,0,1,3,2,1,4,2,2,1,1,1,71,977966
34624,71,252,2,1,271,32,32,1,2,1,0,1,1,1,2,2,2,2,1,1,1,71,977967
34624,71,252,2,1,271,32,32,1,2,1,0,1,1,2,1,1,1,,1,1,1,71,977968
34401,71,252,2,1,271,21,21,5,1,1,0,1,3,1,1,1,1,,1,1,1,71,977981
34401,71,252,2,1,271,21,21,5,1,1,0,2,2,1,1,1,1,,1,1,1,71,977982
34401,71,252,2,1,271,21,21,5,1,1,0,2,3,1,1,1,2,2,1,1,1,71,977983
34401,71,252,2,1,271,21,21,5,1,1,0,2,2,2,1,1,2,2,1,1,1,71,977984
34573,71,252,2,1,271,21,21,7,2,2,0,1,2,1,1,1,1,,1,1,1,71,977985
34459,71,252,2,1,271,33,33,2,1,1,0,1,1,1,2,1,1,,1,1,1,71,977999
34573,71,252,2,1,271,21,21,7,2,2,0,1,2,2,1,1,1,,1,1,1,71,977986
34573,71,252,2,1,271,21,21,7,2,2,0,1,3,1,1,1,1,,1,1,1,71,977987
34573,71,252,2,1,271,21,21,7,2,2,0,2,1,1,1,1,1,,1,1,1,71,977988
34459,71,252,2,1,271,33,33,2,1,1,0,1,2,1,1,1,1,,1,1,1,71,978000
43585,71,252,2,2,271,21,57,6,1,1,0,2,2,2,1,1,1,,1,1,1,71,977989
43585,71,252,2,2,271,21,57,6,1,1,0,2,3,1,1,1,1,,1,1,1,71,977990
43573,71,252,2,2,271,21,55,2,1,1,0,1,1,1,1,1,1,,1,1,1,71,977991
43573,71,252,2,2,271,21,55,2,1,1,0,1,1,2,5,1,1,,1,1,1,71,977992
43573,71,252,2,2,271,21,55,2,1,1,0,1,2,1,2,1,1,,1,1,1,71,977993
43573,71,252,2,2,271,21,55,2,1,1,0,1,2,2,2,1,1,,1,1,1,71,977994
43573,71,252,2,2,271,21,55,2,1,1,0,1,2,3,2,1,1,,1,1,1,71,977995
43573,71,252,2,2,271,21,55,2,1,1,0,1,2,4,2,1,1,,1,1,1,71,977996
43573,71,252,2,2,271,21,55,2,1,1,0,1,3,1,3,1,2,2,1,1,1,71,977997
43573,71,252,2,2,271,21,55,2,1,1,0,1,3,2,3,1,2,2,1,1,1,71,977998
34459,71,252,2,1,271,33,33,2,1,1,0,1,2,2,1,1,1,,1,1,1,71,978001
34459,71,252,2,1,271,33,33,2,1,1,0,1,3,1,1,1,1,,1,1,1,71,978002
34459,71,252,2,1,271,33,33,2,1,1,0,2,1,1,1,1,1,,1,1,1,71,978003
34459,71,252,2,1,271,33,33,2,1,1,0,2,2,1,1,1,1,,1,1,1,71,978004
34459,71,252,2,1,271,33,33,2,1,1,0,2,2,2,1,1,1,,1,1,1,71,978005
34459,71,252,2,1,271,33,33,2,1,1,0,2,3,1,1,1,1,,1,1,1,71,978006
43489,71,252,2,2,271,21,21,2,1,1,0,1,2,1,1,1,1,,1,1,1,71,978007
43489,71,252,2,2,271,21,21,2,1,1,0,1,2,2,1,1,1,,1,1,1,71,978008
43650,71,252,2,2,271,22,63,31,1,2,0,1,3,2,2,1,1,,1,1,1,71,965174
43876,71,252,2,2,271,22,63,11,2,2,0,1,2,3,1,1,1,,1,1,1,71,965300
43646,71,252,2,2,271,22,63,28,1,2,0,1,2,4,1,1,1,,1,1,1,71,965074
43610,71,252,2,2,271,22,63,4,1,1,0,1,2,3,4,1,1,,1,1,1,71,965639
34318,71,252,2,1,273,3,3,7,1,2,0,2,2,2,1,1,1,,1,1,1,71,967527
43465,71,252,2,2,275,9,9,2,1,1,0,1,2,4,3,1,1,,1,1,1,71,970620
43465,71,252,2,2,275,9,9,2,1,1,0,1,3,1,1,1,1,,1,1,1,71,970621
43465,71,252,2,2,275,9,9,2,1,1,0,1,3,2,1,1,1,,1,1,1,71,970622
34518,71,252,2,1,276,11,11,2,2,1,0,2,1,1,1,1,1,,1,1,1,71,970623
34518,71,252,2,1,276,11,11,2,2,1,0,2,2,1,3,1,1,,1,1,1,71,970624
34518,71,252,2,1,276,11,11,2,2,1,0,2,2,2,1,1,1,,1,1,1,71,970625
34518,71,252,2,1,276,11,11,2,2,1,0,2,3,1,1,1,1,,1,1,1,71,970626
34339,71,252,2,1,275,9,9,1,1,1,0,1,1,1,2,1,1,,1,1,1,71,970627
34339,71,252,2,1,275,9,9,1,1,1,0,1,1,2,2,1,1,,1,1,1,71,970628
34339,71,252,2,1,275,9,9,1,1,1,0,1,2,1,5,1,1,,1,1,1,71,970629
34339,71,252,2,1,275,9,9,1,1,1,0,1,2,2,1,1,1,,1,1,1,71,970630
34339,71,252,2,1,275,9,9,1,1,1,0,1,2,3,2,1,1,,1,1,1,71,970631
34339,71,252,2,1,275,9,9,1,1,1,0,1,2,4,1,1,1,,1,1,1,71,970632
43529,71,252,2,2,275,8,43,1,1,1,0,1,2,3,2,2,1,,1,1,1,71,970633
43529,71,252,2,2,275,8,43,1,1,1,0,1,2,4,2,1,1,,1,1,1,71,970634
43529,71,252,2,2,275,8,43,1,1,1,0,1,2,5,2,1,1,,1,1,1,71,970635
43529,71,252,2,2,275,8,43,1,1,1,0,1,2,6,1,1,1,,1,1,1,71,970636
43529,71,252,2,2,275,8,43,1,1,1,0,1,3,1,2,1,1,,1,1,1,71,970637
43529,71,252,2,2,275,8,43,1,1,1,0,1,3,2,2,1,2,2,1,1,1,71,970638
43531,71,252,2,2,275,9,45,1,1,1,0,1,1,1,1,1,1,,1,1,1,71,970639
43531,71,252,2,2,275,9,45,1,1,1,0,1,1,2,2,1,1,,1,1,1,71,970640
43531,71,252,2,2,275,9,45,1,1,1,0,1,2,1,2,1,1,,1,1,1,71,970641
43531,71,252,2,2,275,9,45,1,1,1,0,1,2,2,1,1,1,,1,1,1,71,970642
43728,71,252,2,2,276,13,13,2,2,2,0,1,1,1,4,1,1,,1,1,1,71,970643
43728,71,252,2,2,276,13,13,2,2,2,0,1,1,2,3,1,1,,1,1,1,71,970644
43728,71,252,2,2,276,13,13,2,2,2,0,1,2,1,1,1,1,,1,1,1,71,970645
43728,71,252,2,2,276,13,13,2,2,2,0,1,2,2,3,1,1,,1,1,1,71,970646
43728,71,252,2,2,276,13,13,2,2,2,0,1,2,3,2,1,1,,1,1,1,71,970647
43728,71,252,2,2,276,13,13,2,2,2,0,1,2,4,1,1,1,,1,1,1,71,970648
43728,71,252,2,2,276,13,13,2,2,2,0,1,3,1,2,1,1,,1,1,1,71,970649
43728,71,252,2,2,276,13,13,2,2,2,0,1,3,2,1,1,1,,1,1,1,71,970650
34518,71,252,2,1,276,11,11,2,2,1,0,1,2,2,5,1,1,,1,1,1,71,970651
34512,71,252,2,1,275,9,9,4,2,1,0,1,1,1,2,1,1,,1,1,1,71,970652
34512,71,252,2,1,275,9,9,4,2,1,0,1,2,1,2,1,1,,1,1,1,71,970653
34512,71,252,2,1,275,9,9,4,2,1,0,1,2,2,2,1,1,,1,1,1,71,970654
34512,71,252,2,1,275,9,9,4,2,1,0,1,3,1,2,1,1,,1,1,1,71,970655
34512,71,252,2,1,275,9,9,4,2,1,0,2,1,1,3,1,1,,1,1,1,71,970656
34512,71,252,2,1,275,9,9,4,2,1,0,2,2,1,1,1,1,,1,1,1,71,970657
34512,71,252,2,1,275,9,9,4,2,1,0,2,2,2,5,1,1,,1,1,1,71,970658
34512,71,252,2,1,275,9,9,4,2,1,0,2,3,1,1,1,1,,1,1,1,71,970659
34518,71,252,2,1,276,11,11,2,2,1,0,1,3,1,2,1,1,,1,1,1,71,970660
43535,71,252,2,2,275,9,45,3,1,1,0,1,2,3,1,1,1,,1,1,1,71,970661
43535,71,252,2,2,275,9,45,3,1,1,0,1,2,4,1,1,1,,1,1,1,71,970662
43535,71,252,2,2,275,9,45,3,1,1,0,1,3,1,1,1,1,,1,1,1,71,970663
43535,71,252,2,2,275,9,45,3,1,1,0,1,3,2,1,1,1,,1,1,1,71,970664
43795,71,252,2,2,275,9,45,6,2,2,0,1,1,1,5,1,1,,1,1,1,71,970665
43795,71,252,2,2,275,9,45,6,2,2,0,1,1,2,3,1,1,,1,1,1,71,970666
43795,71,252,2,2,275,9,45,6,2,2,0,1,2,1,3,1,1,,1,1,1,71,970667
43795,71,252,2,2,275,9,45,6,2,2,0,1,2,2,1,1,1,,1,1,1,71,970668
43795,71,252,2,2,275,9,45,6,2,2,0,1,2,3,1,1,1,,1,1,1,71,970669
43795,71,252,2,2,275,9,45,6,2,2,0,1,2,4,1,1,1,,1,1,1,71,970670
43793,71,252,2,2,275,9,45,5,2,2,0,1,3,1,1,1,1,,1,1,1,71,970671
43793,71,252,2,2,275,9,45,5,2,2,0,1,3,2,4,1,1,,1,1,1,71,970672
43469,71,252,2,2,276,11,11,1,1,1,0,1,1,1,1,1,1,,1,1,1,71,970673
43469,71,252,2,2,276,11,11,1,1,1,0,1,1,2,1,1,1,,1,1,1,71,970674
43469,71,252,2,2,276,11,11,1,1,1,0,1,2,1,1,1,1,,1,1,1,71,970675
43469,71,252,2,2,276,11,11,1,1,1,0,1,2,2,2,1,1,,1,1,1,71,970676
43469,71,252,2,2,276,11,11,1,1,1,0,1,2,3,1,1,1,,1,1,1,71,970677
43469,71,252,2,2,276,11,11,1,1,1,0,1,2,4,2,1,1,,1,1,1,71,970678
43469,71,252,2,2,276,11,11,1,1,1,0,1,3,1,2,1,1,,1,1,1,71,970679
43469,71,252,2,2,276,11,11,1,1,1,0,1,3,2,1,1,1,,1,1,1,71,970680
43725,71,252,2,2,276,12,12,1,2,1,0,1,1,1,2,1,1,,1,1,1,71,970681
43725,71,252,2,2,276,12,12,1,2,1,0,1,1,2,3,1,1,,1,1,1,71,970682
43725,71,252,2,2,276,12,12,1,2,1,0,1,2,1,1,1,1,,1,1,1,71,970683
43725,71,252,2,2,276,12,12,1,2,1,0,1,2,2,1,1,1,,1,1,1,71,970684
43725,71,252,2,2,276,12,12,1,2,1,0,1,2,3,1,1,1,,1,1,1,71,970685
43725,71,252,2,2,276,12,12,1,2,1,0,1,2,4,1,1,1,,1,1,1,71,970686
43725,71,252,2,2,276,12,12,1,2,1,0,1,3,1,1,1,1,,1,1,1,71,970687
43725,71,252,2,2,276,12,12,1,2,1,0,1,3,2,1,1,1,,1,1,1,71,970688
34518,71,252,2,1,276,11,11,2,2,1,0,1,1,1,1,1,1,,1,1,1,71,970689
34518,71,252,2,1,276,11,11,2,2,1,0,1,2,1,1,1,1,,1,1,1,71,970690
34378,71,252,2,1,274,18,18,1,1,2,0,2,2,2,1,1,1,,1,1,1,71,970880
43552,71,252,2,2,274,17,50,1,1,2,0,1,2,4,2,1,1,,1,1,1,71,971069
43845,71,252,2,2,271,21,58,3,2,2,0,1,2,3,2,1,2,2,1,1,1,71,974104
43757,71,252,2,2,274,27,27,1,2,2,0,1,1,1,3,1,1,,1,1,1,71,971097
43747,71,252,2,2,271,24,24,1,2,1,0,1,2,1,2,1,1,,1,1,1,71,974274
43882,71,252,2,2,271,22,63,15,2,2,0,1,2,3,2,1,1,,1,1,1,71,965079
43650,71,252,2,2,271,22,63,31,1,2,0,1,2,4,2,1,1,,1,1,1,71,965129
43893,71,252,2,2,271,22,63,23,2,1,0,1,3,2,1,1,1,,1,1,1,71,965224
43865,71,252,2,2,271,22,63,4,2,1,0,1,2,3,2,1,1,,1,1,1,71,965273
43633,71,252,2,2,271,22,63,19,1,2,0,1,1,1,2,1,1,,1,1,1,71,965578
43610,71,252,2,2,271,22,63,4,1,1,0,1,2,4,1,1,1,,1,1,1,71,965640
34592,71,252,2,1,272,26,26,6,2,1,0,1,2,2,1,1,1,,1,1,1,71,966466
34592,71,252,2,1,272,26,26,6,2,1,0,1,3,1,1,1,1,,1,1,1,71,966467
34592,71,252,2,1,272,26,26,6,2,1,0,1,2,1,1,1,1,,1,1,1,71,966468
34492,71,252,2,1,275,4,4,4,2,1,0,2,2,2,2,1,1,,1,1,1,71,966469
34316,71,252,2,1,273,3,3,5,1,2,0,1,1,1,1,1,1,,1,1,1,71,966470
34316,71,252,2,1,273,3,3,5,1,2,0,1,2,1,1,1,1,,1,1,1,71,966471
34316,71,252,2,1,273,3,3,5,1,2,0,1,2,2,1,1,1,,1,1,1,71,966472
34316,71,252,2,1,273,3,3,5,1,2,0,2,2,2,2,1,1,,1,1,1,71,966473
34316,71,252,2,1,273,3,3,5,1,2,0,2,2,1,2,1,1,,1,1,1,71,966474
34316,71,252,2,1,273,3,3,5,1,2,0,2,1,1,2,1,1,,1,1,1,71,966475
34564,71,252,2,1,273,20,20,6,2,1,0,2,2,2,1,1,1,,1,1,1,71,966486
34564,71,252,2,1,273,20,20,6,2,1,0,2,3,1,1,1,1,,1,1,1,71,966487
34589,71,252,2,1,272,26,26,3,2,2,0,1,1,1,4,1,1,,1,1,1,71,966488
34589,71,252,2,1,272,26,26,3,2,2,0,1,2,1,2,1,2,2,1,1,1,71,966489
34589,71,252,2,1,272,26,26,3,2,2,0,1,2,2,1,1,1,,1,1,1,71,966490
34589,71,252,2,1,272,26,26,3,2,2,0,1,3,1,2,1,1,,1,1,1,71,966491
34589,71,252,2,1,272,26,26,3,2,2,0,2,2,1,1,1,2,2,1,1,1,71,966492
34589,71,252,2,1,272,26,26,3,2,2,0,2,1,1,1,1,1,,1,1,1,71,966493
34589,71,252,2,1,272,26,26,3,2,2,0,2,2,2,1,1,1,,1,1,1,71,966494
34589,71,252,2,1,272,26,26,3,2,2,0,2,3,1,1,1,1,,1,1,1,71,966495
34305,71,252,2,1,273,1,1,3,1,1,0,1,1,1,1,1,1,,1,1,1,71,966582
34305,71,252,2,1,273,1,1,3,1,1,0,1,2,1,1,1,1,,1,1,1,71,966583
34305,71,252,2,1,273,1,1,3,1,1,0,1,2,2,2,1,1,,1,1,1,71,966584
34305,71,252,2,1,273,1,1,3,1,1,0,1,3,1,1,1,1,,1,1,1,71,966585
34305,71,252,2,1,273,1,1,3,1,1,0,2,1,1,1,1,1,,1,1,1,71,966586
